CustomerID,Age,Gender,TenureMonths,ContractType,InternetService,PhoneService,StreamingService,MonthlyCharges,TotalCharges,MonthlyUsageGB,SessionsPerMonth,SupportCalls,Complaints,PaymentMethod,PaymentDelayDays,Churn
CUST-12894,40,Male,41,Month-to-Month,Fiber Optic,Yes,Yes,54.33,2248.12,210.6,2,1,0,Mailed Check,0,No
CUST-12895,45,Male,49,One Year,Fiber Optic,Yes,No,46.86,2398.85,346.5,18,2,0,Bank Transfer,0,No
CUST-12896,68,Female,17,Two Year,DSL,Yes,Yes,64.3,1060.89,186.1,13,3,1,Bank Transfer,1,No
CUST-12897,57,Female,56,One Year,DSL,Yes,Yes,37.67,2006.08,180.9,45,1,0,Credit Card,0,No
CUST-12898,71,Female,45,One Year,Fiber Optic,Yes,No,55.3,2433.48,218.6,8,0,0,Bank Transfer,3,No
CUST-12899,22,Female,30,One Year,DSL,Yes,No,63.8,1931.73,94.6,10,2,0,Bank Transfer,4,No
CUST-12900,37,Female,44,Month-to-Month,Fiber Optic,Yes,No,81.22,3216.68,24.7,27,2,2,Mailed Check,2,Yes
CUST-12901,57,Female,55,Month-to-Month,No,Yes,No,96.12,,151.9,17,2,0,Credit Card,4,Yes
CUST-12902,73,Male,19,Two Year,Fiber Optic,Yes,Yes,58.46,1147.34,276.5,24,0,0,Credit Card,2,No
CUST-12903,61,Male,29,Month-to-Month,DSL,Yes,Yes,112.2,3192.61,291.0,21,7,0,Bank Transfer,6,Yes
CUST-12904,18,Female,2,Month-to-Month,No,Yes,Yes,60.4,110.94,10.9,1,2,0,Mailed Check,7,Yes
CUST-12905,74,Male,36,One Year,DSL,Yes,No,85.72,3088.3,239.9,16,1,1,Mailed Check,3,Yes
CUST-12906,47,Female,19,Month-to-Month,DSL,Yes,No,113.29,1981.77,1.0,58,1,0,Credit Card,7,Yes
CUST-12907,38,Male,7,Month-to-Month,Fiber Optic,Yes,No,68.48,467.92,221.3,43,1,0,Mailed Check,3,No
CUST-12908,37,Female,26,Month-to-Month,Fiber Optic,Yes,Yes,30.66,728.64,215.9,33,4,1,Mailed Check,2,Yes
CUST-12909,23,Male,38,Month-to-Month,DSL,No,Yes,67.27,2526.5,24.8,6,2,0,Credit Card,1,No
CUST-12910,39,Male,3,Month-to-Month,Fiber Optic,Yes,No,49.71,141.33,270.0,12,1,0,Mailed Check,4,Yes
CUST-12911,35,Female,66,Month-to-Month,Fiber Optic,Yes,No,58.14,3931.82,336.9,32,3,1,Electronic Check,2,No
CUST-12912,25,Female,71,One Year,DSL,No,Yes,114.62,8300.71,174.4,48,2,0,Credit Card,5,No
CUST-12913,56,Male,43,Two Year,DSL,Yes,Yes,34.43,1554.18,192.7,58,5,0,Bank Transfer,3,No
CUST-12914,49,Male,62,Month-to-Month,Fiber Optic,Yes,Yes,72.51,4219.7,313.1,11,0,1,Electronic Check,3,No
CUST-12915,50,Female,71,Two Year,Fiber Optic,No,Yes,43.06,2779.88,78.6,18,2,0,Electronic Check,6,No
CUST-12916,70,Male,24,Month-to-Month,DSL,Yes,No,57.31,1329.29,80.9,2,2,1,Credit Card,5,No
CUST-12917,33,Female,39,Month-to-Month,DSL,Yes,Yes,83.62,2975.86,104.5,32,1,0,Bank Transfer,1,Yes
CUST-12918,29,Female,68,Month-to-Month,Fiber Optic,Yes,No,72.95,4597.36,183.3,49,2,0,Credit Card,2,No
CUST-12919,55,Male,44,One Year,No,No,Yes,59.37,2585.1,183.1,49,1,1,Mailed Check,1,No
CUST-12920,69,Female,5,Month-to-Month,DSL,Yes,Yes,48.75,241.02,130.2,20,0,0,Credit Card,3,Yes
CUST-12921,51,Male,55,One Year,Fiber Optic,Yes,Yes,72.9,3634.61,153.0,21,2,0,Mailed Check,3,No
CUST-12922,31,Male,30,One Year,DSL,No,No,107.69,3122.26,131.4,36,3,0,Bank Transfer,2,No
CUST-12923,53,Female,29,Month-to-Month,DSL,Yes,No,42.47,1206.42,135.7,38,1,0,Credit Card,2,No
CUST-12924,50,Male,26,One Year,DSL,Yes,Yes,112.79,2757.18,110.8,56,0,0,Bank Transfer,6,Yes
CUST-12925,40,Female,26,Two Year,Fiber Optic,Yes,Yes,94.99,2545.82,111.6,27,1,0,Bank Transfer,7,No
CUST-12926,67,Female,37,Month-to-Month,Fiber Optic,Yes,Yes,99.23,3393.08,1.0,47,2,1,Electronic Check,2,No
CUST-12927,62,Female,53,Month-to-Month,No,Yes,Yes,72.71,3615.03,159.9,11,4,0,Credit Card,3,Yes
CUST-12928,19,Male,30,One Year,Fiber Optic,Yes,No,94.28,2612.17,4.0,18,1,0,Credit Card,5,No
CUST-12929,58,Female,3,One Year,No,Yes,No,39.78,109.49,247.6,17,2,0,Electronic Check,2,No
CUST-12930,38,Male,43,Month-to-Month,DSL,No,Yes,48.3,2143.04,129.6,34,1,1,Bank Transfer,1,No
CUST-12931,19,Female,7,Month-to-Month,DSL,Yes,No,84.15,554.7,169.3,45,2,1,Credit Card,4,Yes
CUST-12932,44,Female,49,Month-to-Month,No,Yes,No,72.4,3577.32,146.4,26,1,0,Bank Transfer,5,No
CUST-12933,74,Female,41,Month-to-Month,Fiber Optic,No,Yes,61.29,2422.92,158.0,59,1,0,Bank Transfer,5,No
CUST-12934,26,Male,54,Month-to-Month,No,Yes,Yes,15.0,806.26,293.7,6,2,0,Credit Card,4,Yes
CUST-12935,18,Male,69,Two Year,DSL,Yes,No,54.11,3880.05,58.4,43,1,1,Bank Transfer,1,No
CUST-12936,28,Female,27,One Year,Fiber Optic,Yes,No,35.65,988.24,33.9,30,0,1,Electronic Check,3,No
CUST-12937,20,Female,8,Month-to-Month,Fiber Optic,Yes,Yes,77.34,563.25,190.7,52,1,0,Bank Transfer,3,Yes
CUST-12938,69,Male,32,One Year,DSL,Yes,No,60.22,1978.65,135.4,39,0,2,Bank Transfer,4,No
CUST-12939,40,Male,64,Two Year,Fiber Optic,Yes,Yes,49.29,3052.9,212.4,50,1,0,Credit Card,1,No
CUST-12940,43,Male,10,Month-to-Month,Fiber Optic,Yes,No,131.07,1248.47,244.5,32,2,2,Bank Transfer,1,Yes
CUST-12941,21,Female,13,Month-to-Month,DSL,Yes,No,90.95,1183.36,80.4,17,2,0,Bank Transfer,2,No
CUST-12942,35,Male,63,Month-to-Month,DSL,Yes,No,91.4,6003.1,234.3,13,1,0,Credit Card,5,No
CUST-12943,72,Female,35,One Year,DSL,Yes,No,120.06,3841.23,88.0,53,0,0,Mailed Check,1,Yes
CUST-12944,23,Male,61,Month-to-Month,DSL,Yes,Yes,85.05,5266.97,186.7,46,0,0,Mailed Check,3,No
CUST-12945,52,Female,54,Two Year,Fiber Optic,No,No,45.73,2297.86,68.7,41,3,0,Bank Transfer,8,No
CUST-12946,39,Female,8,Month-to-Month,DSL,Yes,No,42.8,327.68,191.9,13,2,0,Electronic Check,4,Yes
CUST-12947,60,Female,29,Month-to-Month,DSL,No,Yes,89.12,2664.79,178.1,6,2,0,Credit Card,3,No
CUST-12948,32,Male,41,Month-to-Month,No,Yes,No,15.0,603.85,80.7,22,2,1,Credit Card,2,Yes
CUST-12949,39,Male,30,Month-to-Month,Fiber Optic,Yes,No,63.06,1721.76,57.7,33,1,0,Mailed Check,2,Yes
CUST-12950,54,Male,21,One Year,Fiber Optic,Yes,Yes,15.0,307.51,247.6,33,2,0,Electronic Check,2,No
CUST-12951,69,Female,11,Two Year,Fiber Optic,Yes,Yes,67.47,755.86,139.2,4,2,0,Mailed Check,3,No
CUST-12952,59,Female,2,Month-to-Month,No,Yes,No,86.35,169.13,271.1,14,2,0,Mailed Check,6,Yes
CUST-12953,29,Male,50,Two Year,DSL,No,No,71.99,3329.66,131.1,50,2,0,Bank Transfer,1,No
CUST-12954,64,Female,41,Two Year,Fiber Optic,Yes,No,88.45,3505.89,297.2,48,3,1,Credit Card,2,No
CUST-12955,66,Female,66,Month-to-Month,Fiber Optic,Yes,No,114.12,7823.04,94.6,35,1,0,Bank Transfer,5,No
CUST-12956,59,Female,3,One Year,DSL,Yes,No,61.41,184.0,312.5,27,3,1,Bank Transfer,1,No
CUST-12957,55,Male,51,Month-to-Month,Fiber Optic,Yes,No,135.19,6960.07,195.7,6,1,0,Electronic Check,3,Yes
CUST-12958,35,Female,68,One Year,No,Yes,Yes,70.32,4867.31,216.0,58,1,0,Credit Card,4,No
CUST-12959,62,Male,25,Month-to-Month,No,Yes,No,88.73,2026.6,89.6,1,1,0,Electronic Check,3,No
CUST-12960,52,Male,30,One Year,DSL,Yes,Yes,49.72,1472.55,245.6,43,3,0,Electronic Check,2,No
CUST-12961,47,Male,11,Month-to-Month,DSL,Yes,Yes,105.48,1109.68,248.8,28,0,1,Bank Transfer,3,Yes
CUST-12962,41,Male,17,Two Year,No,No,Yes,91.04,1425.22,150.8,29,2,0,Mailed Check,4,No
CUST-12963,59,Male,26,Two Year,Fiber Optic,Yes,Yes,101.79,2462.36,1.0,32,1,0,Credit Card,3,No
CUST-12964,47,Female,23,Month-to-Month,DSL,Yes,Yes,66.36,1552.49,79.8,28,2,0,Mailed Check,2,No
CUST-12965,31,Male,56,Month-to-Month,Fiber Optic,Yes,Yes,33.61,1739.54,79.8,27,1,1,Credit Card,0,No
CUST-12966,23,Male,52,Month-to-Month,DSL,Yes,Yes,76.51,3767.11,220.4,10,3,0,Mailed Check,4,Yes
CUST-12967,20,Male,48,One Year,DSL,Yes,Yes,22.57,1021.32,138.1,18,0,0,Bank Transfer,0,No
CUST-12968,33,Female,20,Month-to-Month,No,Yes,Yes,56.6,1027.06,139.9,4,1,0,Credit Card,2,Yes
CUST-12969,24,Female,2,One Year,DSL,Yes,No,69.78,135.28,129.0,38,2,0,Mailed Check,3,No
CUST-12970,69,Female,31,Month-to-Month,DSL,Yes,No,124.43,3914.76,312.2,51,0,0,Mailed Check,4,Yes
CUST-12971,31,Female,27,Month-to-Month,DSL,Yes,No,72.96,1779.47,184.1,41,2,1,Credit Card,5,No
CUST-12972,26,Male,2,Month-to-Month,Fiber Optic,Yes,Yes,68.49,125.59,197.8,42,1,2,Electronic Check,2,No
CUST-12973,32,Male,4,Month-to-Month,DSL,Yes,No,63.42,255.72,124.3,52,3,0,Electronic Check,1,Yes
CUST-12974,38,Female,13,One Year,Fiber Optic,Yes,Yes,31.45,404.37,177.3,55,4,0,Credit Card,0,No
CUST-12975,52,Female,35,Two Year,Fiber Optic,Yes,Yes,67.15,2367.38,92.2,32,2,0,Bank Transfer,5,No
CUST-12976,19,Female,66,Month-to-Month,No,Yes,No,67.57,4167.58,210.9,59,0,0,Credit Card,1,No
CUST-12977,44,Female,6,Month-to-Month,DSL,No,No,40.78,249.71,76.8,5,2,0,Credit Card,3,Yes
CUST-12978,19,Male,31,Month-to-Month,No,Yes,No,35.33,1064.54,247.0,22,4,0,Mailed Check,4,Yes
CUST-12979,52,Female,10,One Year,DSL,Yes,No,52.96,525.12,113.9,57,2,0,Bank Transfer,2,No
CUST-12980,35,Female,21,Month-to-Month,Fiber Optic,Yes,Yes,66.62,1278.46,265.4,48,1,0,Electronic Check,0,Yes
CUST-12981,31,Female,23,One Year,Fiber Optic,Yes,No,53.56,1146.58,351.7,57,1,0,Mailed Check,3,No
CUST-12982,37,Female,3,Two Year,DSL,Yes,No,38.73,118.05,180.1,22,1,1,Mailed Check,1,No
CUST-12983,35,Female,32,Month-to-Month,Fiber Optic,No,No,72.23,2157.85,298.0,2,2,1,Electronic Check,3,Yes
CUST-12984,27,Female,20,One Year,DSL,Yes,No,78.47,1434.24,247.6,41,0,0,Mailed Check,2,Yes
CUST-12985,42,Female,29,Month-to-Month,DSL,Yes,Yes,68.03,1952.31,51.0,43,0,0,Bank Transfer,4,No
CUST-12986,19,Male,52,Month-to-Month,Fiber Optic,Yes,Yes,50.93,2601.19,190.0,34,1,0,Mailed Check,3,No
CUST-12987,42,Male,46,Month-to-Month,Fiber Optic,Yes,Yes,79.87,3641.63,225.1,50,1,0,Electronic Check,7,Yes
CUST-12988,71,Male,34,Month-to-Month,DSL,Yes,Yes,60.24,2033.3,233.8,2,6,0,Electronic Check,3,Yes
CUST-12989,50,Male,61,Month-to-Month,DSL,Yes,Yes,35.27,2097.75,196.0,46,2,0,Bank Transfer,3,No
CUST-12990,53,Male,71,Month-to-Month,DSL,Yes,Yes,90.91,6287.22,194.9,55,0,1,Bank Transfer,8,No
CUST-12991,48,Male,70,Month-to-Month,Fiber Optic,Yes,No,73.84,5368.44,180.5,59,2,0,Credit Card,2,No
CUST-12992,31,Female,11,Month-to-Month,Fiber Optic,Yes,No,62.02,,192.0,36,1,0,Credit Card,4,Yes
CUST-12993,18,Female,63,One Year,DSL,Yes,No,25.72,1608.36,69.9,40,2,0,Electronic Check,6,No
CUST-12994,63,Male,21,Two Year,DSL,Yes,Yes,46.38,915.59,158.7,8,2,0,Bank Transfer,6,No
CUST-12995,33,Female,3,Month-to-Month,Fiber Optic,Yes,Yes,115.46,357.0,49.2,33,3,1,Electronic Check,6,Yes
CUST-12996,71,Male,10,Month-to-Month,Fiber Optic,Yes,No,27.29,246.61,135.2,33,1,0,Bank Transfer,2,Yes
CUST-12997,63,Female,27,Month-to-Month,Fiber Optic,Yes,Yes,58.72,1559.41,126.8,4,0,0,Electronic Check,5,Yes
CUST-12998,69,Female,12,Two Year,No,No,No,64.59,742.2,121.1,18,2,0,Bank Transfer,6,No
CUST-12999,20,Female,7,One Year,DSL,Yes,No,73.01,506.26,85.3,19,2,0,Bank Transfer,5,Yes
CUST-13000,52,Female,17,Month-to-Month,No,Yes,Yes,27.57,447.14,204.2,10,5,1,Credit Card,3,No
CUST-13001,58,Female,65,Month-to-Month,DSL,Yes,No,69.35,4542.25,151.4,50,2,0,Credit Card,3,No
CUST-13002,23,Female,64,Month-to-Month,No,Yes,Yes,22.85,1320.62,142.2,42,3,0,Credit Card,5,No
CUST-13003,42,Male,26,Month-to-Month,DSL,Yes,No,67.44,1684.85,53.3,41,2,0,Bank Transfer,3,Yes
CUST-13004,30,Male,15,Two Year,Fiber Optic,Yes,Yes,48.69,748.38,153.2,30,1,2,Bank Transfer,1,No
CUST-13005,70,Female,33,Two Year,Fiber Optic,Yes,Yes,43.35,1341.18,283.1,22,1,0,Credit Card,3,No
CUST-13006,51,Male,62,Month-to-Month,Fiber Optic,Yes,No,85.87,4833.67,284.5,39,1,0,Credit Card,1,No
CUST-13007,25,Female,47,Month-to-Month,No,Yes,No,59.11,2707.27,213.6,38,3,0,Mailed Check,2,Yes
CUST-13008,38,Male,35,Month-to-Month,Fiber Optic,Yes,No,76.84,2814.4,153.4,1,1,0,Electronic Check,2,Yes
CUST-13009,51,Female,65,Month-to-Month,No,Yes,Yes,77.67,4592.28,230.3,30,0,0,Credit Card,2,No
CUST-13010,21,Male,25,Two Year,Fiber Optic,Yes,No,96.75,2202.29,119.9,5,1,0,Electronic Check,3,No
CUST-13011,42,Female,57,Month-to-Month,Fiber Optic,Yes,No,34.79,1961.75,153.1,51,3,0,Mailed Check,2,No
CUST-13012,32,Male,32,Month-to-Month,DSL,Yes,No,87.98,2639.43,113.2,47,1,0,Bank Transfer,2,No
CUST-13013,21,Female,63,Month-to-Month,No,Yes,No,65.41,3962.32,261.8,26,4,1,Bank Transfer,3,No
CUST-13014,62,Male,12,Two Year,Fiber Optic,Yes,No,55.55,682.98,250.2,56,0,2,Electronic Check,0,No
CUST-13015,29,Female,63,One Year,Fiber Optic,Yes,No,36.27,2124.66,176.9,46,2,0,Electronic Check,1,No
CUST-13016,49,Female,1,Month-to-Month,Fiber Optic,Yes,No,80.16,80.79,335.8,31,2,0,Electronic Check,5,Yes
CUST-13017,49,Female,51,Month-to-Month,Fiber Optic,Yes,Yes,41.94,2086.91,217.1,39,2,1,Mailed Check,6,No
CUST-13018,45,Male,70,Month-to-Month,No,Yes,Yes,77.95,5651.54,212.1,41,3,0,Electronic Check,3,Yes
CUST-13019,30,Male,8,Two Year,DSL,Yes,No,113.2,947.21,202.4,12,5,0,Credit Card,1,Yes
CUST-13020,48,Male,68,Month-to-Month,DSL,Yes,No,89.5,5920.12,66.4,17,2,0,Credit Card,2,No
CUST-13021,31,Female,5,Month-to-Month,DSL,Yes,No,99.79,492.81,99.5,18,1,2,Mailed Check,2,Yes
CUST-13022,37,Male,39,Month-to-Month,Fiber Optic,Yes,Yes,47.02,1855.56,175.1,2,2,1,Mailed Check,8,No
CUST-13023,35,Female,23,One Year,DSL,Yes,Yes,84.07,1832.68,175.8,49,1,0,Electronic Check,1,No
CUST-13024,46,Male,68,Month-to-Month,DSL,Yes,Yes,36.39,2311.23,233.1,24,2,0,Electronic Check,4,No
CUST-13025,23,Male,52,Month-to-Month,DSL,Yes,Yes,59.16,3213.84,119.9,28,3,1,Electronic Check,2,No
CUST-13026,49,Male,4,One Year,Fiber Optic,Yes,Yes,108.53,418.88,186.4,52,0,0,Bank Transfer,1,No
CUST-13027,46,Male,47,One Year,Fiber Optic,Yes,No,49.8,2107.1,188.0,39,2,1,Bank Transfer,4,No
CUST-13028,60,Female,21,One Year,DSL,Yes,Yes,92.78,1998.37,191.5,10,1,0,Credit Card,5,No
CUST-13029,19,Male,56,Two Year,No,Yes,No,90.39,5010.97,181.5,47,2,0,Bank Transfer,2,No
CUST-13030,40,Male,66,Month-to-Month,No,Yes,Yes,91.87,5610.38,53.7,33,0,0,Electronic Check,3,Yes
CUST-13031,36,Female,59,Month-to-Month,DSL,Yes,No,33.32,1778.18,1.0,24,1,0,Mailed Check,6,Yes
CUST-13032,48,Female,7,Two Year,Fiber Optic,Yes,No,78.13,516.13,95.2,11,1,0,Mailed Check,4,No
CUST-13033,68,Male,49,Month-to-Month,Fiber Optic,Yes,Yes,61.09,3110.7,132.2,8,1,1,Credit Card,3,No
CUST-13034,22,Male,16,One Year,DSL,Yes,No,92.21,1534.41,73.9,27,0,0,Bank Transfer,3,No
CUST-13035,36,Female,17,One Year,DSL,Yes,No,23.62,380.12,175.0,26,3,0,Mailed Check,4,No
CUST-13036,51,Female,34,Month-to-Month,Fiber Optic,Yes,Yes,74.19,2586.5,278.1,12,1,0,Bank Transfer,2,No
CUST-13037,27,Female,33,Month-to-Month,Fiber Optic,No,No,70.66,2253.14,245.3,35,2,0,Mailed Check,5,No
CUST-13038,42,Male,26,One Year,DSL,Yes,Yes,15.25,395.77,222.0,57,0,0,Electronic Check,5,No
CUST-13039,19,Male,66,Two Year,No,Yes,No,42.86,2687.79,268.7,15,2,1,Electronic Check,5,No
CUST-13040,28,Male,63,One Year,Fiber Optic,Yes,No,19.25,1185.34,96.8,21,0,1,Mailed Check,4,No
CUST-13041,67,Female,41,Month-to-Month,Fiber Optic,Yes,No,46.84,1813.02,138.9,37,2,0,Bank Transfer,10,No
CUST-13042,48,Female,58,Month-to-Month,DSL,No,Yes,78.73,4151.57,235.3,30,2,1,Electronic Check,3,Yes
CUST-13043,73,Female,10,Month-to-Month,Fiber Optic,Yes,Yes,69.88,643.53,137.3,5,0,1,Mailed Check,4,Yes
CUST-13044,32,Male,15,Month-to-Month,DSL,Yes,Yes,69.24,980.02,142.2,17,1,1,Bank Transfer,3,Yes
CUST-13045,26,Female,42,Month-to-Month,Fiber Optic,Yes,Yes,39.01,1714.51,347.6,26,0,1,Mailed Check,3,No
CUST-13046,40,Male,57,Two Year,Fiber Optic,Yes,Yes,93.01,,188.6,34,0,0,Bank Transfer,7,No
CUST-13047,36,Female,17,One Year,Fiber Optic,Yes,Yes,64.53,1123.5,338.7,33,0,0,Mailed Check,2,No
CUST-13048,26,Male,60,One Year,Fiber Optic,Yes,No,65.84,3693.13,15.9,18,2,0,Mailed Check,3,No
CUST-13049,52,Male,9,Month-to-Month,Fiber Optic,Yes,No,88.51,769.7,123.2,25,3,1,Electronic Check,2,Yes
CUST-13050,38,Female,36,Month-to-Month,No,Yes,Yes,40.22,1398.64,216.8,41,2,0,Credit Card,2,No
CUST-13051,26,Male,36,Two Year,Fiber Optic,Yes,Yes,70.71,2438.76,188.4,30,1,0,Bank Transfer,3,No
CUST-13052,45,Female,48,Month-to-Month,DSL,Yes,Yes,75.59,,1.0,37,1,0,Electronic Check,4,No
CUST-13053,63,Male,51,Month-to-Month,Fiber Optic,Yes,Yes,51.36,2567.44,159.3,20,1,0,Electronic Check,2,No
CUST-13054,68,Female,70,Month-to-Month,DSL,Yes,Yes,81.31,5184.69,402.6,45,2,0,Credit Card,3,No
CUST-13055,24,Female,68,Two Year,No,Yes,Yes,76.93,5337.37,202.2,2,0,2,Electronic Check,4,No
CUST-13056,33,Male,22,Two Year,Fiber Optic,Yes,No,62.47,1379.42,234.4,54,1,0,Mailed Check,2,No
CUST-13057,33,Female,6,Month-to-Month,Fiber Optic,Yes,No,61.7,352.77,122.0,13,1,0,Credit Card,2,No
CUST-13058,50,Male,26,Two Year,DSL,Yes,Yes,78.09,2024.39,201.9,57,1,0,Mailed Check,5,No
CUST-13059,21,Female,3,Month-to-Month,Fiber Optic,Yes,No,84.71,237.6,178.9,40,2,0,Electronic Check,3,Yes
CUST-13060,21,Female,52,Month-to-Month,No,No,Yes,66.57,3253.21,280.7,42,0,1,Bank Transfer,4,No
CUST-13061,56,Female,60,Two Year,DSL,No,No,93.0,5284.93,277.8,20,2,0,Mailed Check,4,No
CUST-13062,57,Female,63,Two Year,Fiber Optic,Yes,Yes,81.46,5232.32,216.7,6,5,2,Electronic Check,3,No
CUST-13063,34,Male,65,One Year,No,Yes,Yes,20.29,1228.65,186.4,11,1,0,Credit Card,1,No
CUST-13064,54,Female,52,One Year,Fiber Optic,Yes,Yes,29.88,1529.55,28.9,46,1,0,Mailed Check,4,No
CUST-13065,56,Female,14,Two Year,Fiber Optic,No,Yes,94.56,1231.26,25.7,25,3,0,Electronic Check,2,No
CUST-13066,69,Male,68,One Year,Fiber Optic,Yes,No,58.83,3771.44,187.4,42,1,0,Mailed Check,2,No
CUST-13067,46,Male,28,Two Year,Fiber Optic,Yes,No,69.1,1809.66,258.7,10,0,0,Electronic Check,1,No
CUST-13068,69,Male,71,One Year,DSL,Yes,No,93.48,6615.51,299.9,31,2,2,Credit Card,1,No
CUST-13069,53,Male,10,Two Year,DSL,Yes,Yes,64.84,634.79,99.9,43,3,1,Bank Transfer,0,No
CUST-13070,55,Male,57,Two Year,Fiber Optic,Yes,No,65.93,3788.81,44.2,4,0,0,Bank Transfer,3,No
CUST-13071,56,Male,66,Month-to-Month,No,Yes,No,43.28,2665.07,264.0,25,1,0,Bank Transfer,4,No
CUST-13072,67,Female,50,Two Year,DSL,Yes,No,74.25,3346.34,106.7,28,1,0,Credit Card,3,No
CUST-13073,54,Male,14,Month-to-Month,DSL,Yes,No,79.66,1117.56,38.1,24,1,0,Bank Transfer,4,No
CUST-13074,69,Female,16,Month-to-Month,Fiber Optic,No,No,50.55,741.85,135.6,35,3,0,Credit Card,2,No
CUST-13075,52,Male,54,One Year,No,No,No,41.95,2122.46,134.0,41,3,0,Bank Transfer,2,No
CUST-13076,24,Female,43,Month-to-Month,DSL,Yes,No,130.66,5314.16,298.8,5,2,2,Electronic Check,3,Yes
CUST-13077,44,Female,42,Month-to-Month,No,Yes,Yes,62.68,2664.2,257.9,33,0,0,Credit Card,2,No
CUST-13078,45,Female,22,Two Year,DSL,Yes,Yes,47.91,1047.57,113.6,11,3,0,Mailed Check,4,No
CUST-13079,39,Male,68,Month-to-Month,No,Yes,No,82.66,5214.15,305.8,8,2,0,Credit Card,1,No
CUST-13080,31,Male,19,Month-to-Month,Fiber Optic,Yes,No,63.73,1198.38,191.3,21,2,1,Electronic Check,1,Yes
CUST-13081,24,Male,66,Two Year,Fiber Optic,Yes,Yes,37.86,2514.31,275.5,32,1,0,Bank Transfer,4,No
CUST-13082,54,Male,39,Month-to-Month,Fiber Optic,Yes,No,77.08,2880.87,299.4,5,2,0,Electronic Check,1,Yes
CUST-13083,39,Female,19,Month-to-Month,Fiber Optic,Yes,Yes,43.67,777.37,156.4,34,0,0,Electronic Check,6,Yes
CUST-13084,22,Male,16,Month-to-Month,DSL,Yes,Yes,104.41,1673.65,231.4,9,2,1,Electronic Check,3,Yes
CUST-13085,72,Female,54,Month-to-Month,DSL,Yes,Yes,77.36,4142.49,143.4,38,2,1,Electronic Check,2,No
CUST-13086,19,Female,25,One Year,Fiber Optic,Yes,No,58.08,1323.77,263.7,43,0,0,Bank Transfer,1,No
CUST-13087,44,Male,18,Two Year,No,Yes,Yes,67.73,1219.14,188.1,32,0,0,Electronic Check,2,No
CUST-13088,38,Male,23,Month-to-Month,Fiber Optic,Yes,Yes,87.58,1960.51,266.4,10,2,1,Electronic Check,2,No
CUST-13089,71,Male,11,Two Year,Fiber Optic,Yes,Yes,69.65,776.11,317.2,12,1,1,Credit Card,1,No
CUST-13090,55,Female,39,Month-to-Month,Fiber Optic,Yes,No,118.05,4275.26,229.3,35,2,0,Electronic Check,2,No
CUST-13091,32,Male,68,Month-to-Month,DSL,No,No,93.4,5962.08,171.6,39,2,0,Bank Transfer,3,No
CUST-13092,38,Female,25,One Year,No,Yes,Yes,77.19,,173.1,18,4,0,Credit Card,5,No
CUST-13093,27,Male,63,One Year,Fiber Optic,Yes,No,41.58,2546.87,1.0,23,3,1,Credit Card,0,No
CUST-13094,40,Female,30,One Year,Fiber Optic,Yes,No,61.33,1762.54,115.8,12,0,0,Electronic Check,2,No
CUST-13095,73,Male,45,Month-to-Month,Fiber Optic,Yes,Yes,76.97,3504.88,263.9,31,0,0,Mailed Check,1,Yes
CUST-13096,56,Male,61,Month-to-Month,No,Yes,No,44.43,2668.8,267.3,11,4,0,Bank Transfer,5,No
CUST-13097,22,Female,51,Month-to-Month,No,Yes,Yes,97.34,4996.81,113.9,34,2,0,Bank Transfer,4,No
CUST-13098,18,Male,9,Month-to-Month,Fiber Optic,Yes,Yes,40.65,,194.8,27,5,0,Credit Card,5,Yes
CUST-13099,30,Male,2,One Year,Fiber Optic,Yes,No,49.07,99.06,163.0,21,0,1,Electronic Check,4,Yes
CUST-13100,38,Male,5,Month-to-Month,Fiber Optic,Yes,No,50.94,246.86,242.1,10,1,0,Bank Transfer,3,Yes
CUST-13101,43,Male,62,One Year,Fiber Optic,Yes,Yes,83.6,4691.13,378.8,13,2,0,Mailed Check,2,No
CUST-13102,67,Male,69,Month-to-Month,Fiber Optic,Yes,Yes,44.88,2895.97,243.8,58,2,0,Mailed Check,4,No
CUST-13103,62,Male,52,Month-to-Month,DSL,Yes,No,20.0,940.02,119.7,45,3,0,Mailed Check,7,Yes
CUST-13104,38,Male,5,Month-to-Month,Fiber Optic,Yes,No,92.2,446.49,172.9,47,2,0,Credit Card,4,Yes
CUST-13105,70,Female,59,Month-to-Month,Fiber Optic,Yes,Yes,53.89,3016.98,306.2,25,1,0,Credit Card,4,No
CUST-13106,35,Female,68,Two Year,Fiber Optic,Yes,Yes,38.29,2729.0,53.2,13,0,2,Bank Transfer,3,No
CUST-13107,54,Male,9,Month-to-Month,DSL,Yes,Yes,46.13,427.74,124.6,41,2,1,Bank Transfer,3,Yes
CUST-13108,62,Male,22,Month-to-Month,Fiber Optic,Yes,Yes,107.92,2430.87,243.9,6,3,0,Mailed Check,2,Yes
CUST-13109,49,Male,27,Two Year,Fiber Optic,Yes,No,48.57,1278.82,296.5,35,3,0,Bank Transfer,5,No
CUST-13110,53,Female,10,One Year,DSL,Yes,No,61.92,632.24,234.8,28,0,0,Bank Transfer,2,No
CUST-13111,34,Female,61,Month-to-Month,Fiber Optic,Yes,Yes,53.83,3086.71,125.4,20,1,1,Bank Transfer,9,No
CUST-13112,52,Male,51,Month-to-Month,No,Yes,No,34.18,1715.46,228.3,20,1,0,Bank Transfer,7,No
CUST-13113,66,Female,10,One Year,Fiber Optic,Yes,Yes,46.43,445.23,217.3,41,1,1,Bank Transfer,7,No
